,,,time(s),Vout,Vin
,,,0.00485,0.36,0.56
,,,0.00486,0.36,0.68
,,,0.00487,0.36,0.84
,,,0.00488,0.36,0.92
,,,0.00489,0.4,1.04
,,,0.0049,0.4,1.12
,,,0.00491,0.4,1.2
,,,0.00492,0.44,1.28
,,,0.00493,0.44,1.32
,,,0.00494,0.48,1.36
,,,0.00495,0.52,1.36
,,,0.00496,0.52,1.36
,,,0.00497,0.56,1.36
,,,0.00498,0.56,1.32
,,,0.00499,0.56,1.28
,,,0.005,0.56,1.2
,,,0.00501,0.56,1.12
,,,0.00502,0.6,1.04
,,,0.00503,0.6,0.92
,,,0.00504,0.64,0.76
,,,0.00505,0.64,0.68
,,,0.00506,0.6,0.52
,,,0.00507,0.6,0.36
,,,0.00508,0.6,0.28
,,,0.00509,0.56,0.08
,,,0.0051,0.6,-0.04
,,,0.00511,0.6,-0.16
,,,0.00512,0.52,-0.28
,,,0.00513,0.52,-0.4
,,,0.00514,0.48,-0.52
,,,0.00515,0.48,-0.6
,,,0.00516,0.44,-0.72
,,,0.00517,0.44,-0.8
,,,0.00518,0.4,-0.84
,,,0.00519,0.36,-0.88
,,,0.0052,0.36,-0.88
,,,0.00521,0.32,-0.92
,,,0.00522,0.32,-0.92
,,,0.00523,0.24,-0.88
,,,0.00524,0.24,-0.84
,,,0.00525,0.24,-0.76
,,,0.00526,0.2,-0.68
,,,0.00527,0.16,-0.6
,,,0.00528,0.16,-0.52
,,,0.00529,0.16,-0.4
,,,0.0053,0.12,-0.28
,,,0.00531,0.12,-0.16
,,,0.00532,0.12,-0.04
,,,0.00533,0.12,0.16
,,,0.00534,0.12,0.24
,,,0.00535,0.12,0.36
,,,0.00536,0.12,0.48
,,,0.00537,0.12,0.64
,,,0.00538,0.16,0.76
,,,0.00539,0.16,0.84
,,,0.0054,0.2,0.96
,,,0.00541,0.2,1.04
,,,0.00542,0.2,1.12
,,,0.00543,0.24,1.12
,,,0.00544,0.28,1.16
,,,0.00545,0.28,1.2
,,,0.00546,0.28,1.2
,,,0.00547,0.32,1.2
,,,0.00548,0.36,1.12
,,,0.00549,0.32,1.08
,,,0.0055,0.36,1.04
,,,0.00551,0.36,0.96
,,,0.00552,0.4,0.88
,,,0.00553,0.4,0.76
,,,0.00554,0.4,0.64
,,,0.00555,0.4,0.52
,,,0.00556,0.4,0.36
,,,0.00557,0.4,0.24
,,,0.00558,0.4,0.12
,,,0.00559,0.4,0
,,,0.0056,0.4,-0.16
,,,0.00561,0.36,-0.32
,,,0.00562,0.36,-0.44
,,,0.00563,0.36,-0.56
,,,0.00564,0.32,-0.68
,,,0.00565,0.32,-0.76
,,,0.00566,0.28,-0.84
,,,0.00567,0.24,-0.92
,,,0.00568,0.2,-0.96
,,,0.00569,0.16,-1
,,,0.0057,0.16,-1
,,,0.00571,0.12,-1.04
,,,0.00572,0.12,-1.04
,,,0.00573,0.08,-1
,,,0.00574,0.04,-0.92
,,,0.00575,0.04,-0.88
,,,0.00576,0,-0.8
,,,0.00577,0,-0.72
,,,0.00578,-0.04,-0.6
,,,0.00579,-0.04,-0.52
,,,0.0058,-0.04,-0.4
,,,0.00581,-0.08,-0.24
,,,0.00582,-0.04,-0.08
,,,0.00583,-0.04,0.04
,,,0.00584,-0.04,0.12
,,,0.00585,-0.04,0.28
,,,0.00586,-0.04,0.4
,,,0.00587,0,0.52
,,,0.00588,0,0.64
,,,0.00589,0,0.76
,,,0.0059,0.04,0.84
,,,0.00591,0.04,0.96
,,,0.00592,0.08,1.04
,,,0.00593,0.08,1.08
,,,0.00594,0.12,1.12
,,,0.00595,0.12,1.12
,,,0.00596,0.16,1.12
,,,0.00597,0.16,1.08
,,,0.00598,0.2,1.08
,,,0.00599,0.24,1.04
,,,0.006,0.2,0.96
,,,0.00601,0.2,0.88
,,,0.00602,0.24,0.8
,,,0.00603,0.28,0.68
,,,0.00604,0.28,0.56
,,,0.00605,0.28,0.48
,,,0.00606,0.28,0.32
,,,0.00607,0.28,0.16
,,,0.00608,0.28,0.08
,,,0.00609,0.28,-0.08
,,,0.0061,0.28,-0.24
,,,0.00611,0.24,-0.32
,,,0.00612,0.24,-0.48
,,,0.00613,0.24,-0.6
,,,0.00614,0.2,-0.68
,,,0.00615,0.2,-0.8
,,,0.00616,0.12,-0.88
,,,0.00617,0.12,-0.96
,,,0.00618,0.12,-1
,,,0.00619,0.08,-1.04
,,,0.0062,0.08,-1.04
,,,0.00621,0.04,-1.04
,,,0.00622,0,-1.04
,,,0.00623,0,-1
,,,0.00624,-0.04,-0.96
,,,0.00625,-0.08,-0.92
,,,0.00626,-0.08,-0.8
,,,0.00627,-0.12,-0.72
,,,0.00628,-0.12,-0.6
,,,0.00629,-0.12,-0.52
,,,0.0063,-0.12,-0.4
,,,0.00631,-0.12,-0.24
,,,0.00632,-0.12,-0.12
,,,0.00633,-0.16,0.04
,,,0.00634,-0.12,0.16
,,,0.00635,-0.12,0.28
,,,0.00636,-0.12,0.44
,,,0.00637,-0.08,0.56
,,,0.00638,-0.08,0.68
,,,0.00639,-0.08,0.76
,,,0.0064,-0.04,0.88
,,,0.00641,0,0.96
,,,0.00642,0,1.04
,,,0.00643,0.04,1.08
,,,0.00644,0.04,1.12
,,,0.00645,0.08,1.16
,,,0.00646,0.08,1.16
,,,0.00647,0.12,1.16
,,,0.00648,0.12,1.12
,,,0.00649,0.16,1.08
,,,0.0065,0.2,1
,,,0.00651,0.2,0.92
,,,0.00652,0.2,0.84
,,,0.00653,0.2,0.72
,,,0.00654,0.24,0.6
,,,0.00655,0.24,0.52
,,,0.00656,0.24,0.36
,,,0.00657,0.24,0.24
,,,0.00658,0.24,0.12
,,,0.00659,0.2,-0.04
,,,0.0066,0.24,-0.16
,,,0.00661,0.2,-0.28
,,,0.00662,0.2,-0.44
,,,0.00663,0.16,-0.52
,,,0.00664,0.16,-0.64
,,,0.00665,0.12,-0.72
,,,0.00666,0.12,-0.84
,,,0.00667,0.12,-0.88
,,,0.00668,0.12,-0.92
,,,0.00669,0.04,-0.96
,,,0.0067,0.04,-1
,,,0.00671,0,-0.96
,,,0.00672,0,-0.96
,,,0.00673,-0.04,-0.92
,,,0.00674,-0.04,-0.88
,,,0.00675,-0.08,-0.84
,,,0.00676,-0.08,-0.76
,,,0.00677,-0.12,-0.6
,,,0.00678,-0.12,-0.52
,,,0.00679,-0.12,-0.4
,,,0.0068,-0.12,-0.28
,,,0.00681,-0.16,-0.16
,,,0.00682,-0.12,-0.04
,,,0.00683,-0.12,0.12
,,,0.00684,-0.12,0.24
,,,0.00685,-0.12,0.36
,,,0.00686,-0.08,0.56
,,,0.00687,-0.08,0.64
,,,0.00688,-0.08,0.76
,,,0.00689,-0.04,0.88
,,,0.0069,0,1
,,,0.00691,0,1.08
,,,0.00692,0,1.12
,,,0.00693,0.08,1.2
,,,0.00694,0.08,1.24
,,,0.00695,0.12,1.28
,,,0.00696,0.12,1.28
,,,0.00697,0.16,1.24
,,,0.00698,0.2,1.24
,,,0.00699,0.2,1.2
,,,0.007,0.24,1.12
,,,0.00701,0.24,1.08
,,,0.00702,0.24,1
,,,0.00703,0.28,0.84
,,,0.00704,0.32,0.76
,,,0.00705,0.32,0.64
,,,0.00706,0.32,0.52
,,,0.00707,0.32,0.36
,,,0.00708,0.32,0.24
,,,0.00709,0.32,0.12
,,,0.0071,0.32,0
,,,0.00711,0.28,-0.12
,,,0.00712,0.28,-0.24
,,,0.00713,0.24,-0.4
,,,0.00714,0.24,-0.52
,,,0.00715,0.24,-0.56
,,,0.00716,0.2,-0.64
,,,0.00717,0.2,-0.72
,,,0.00718,0.16,-0.76
,,,0.00719,0.12,-0.8
,,,0.0072,0.12,-0.84
,,,0.00721,0.08,-0.8
,,,0.00722,0.08,-0.8
,,,0.00723,0.04,-0.76
,,,0.00724,0.04,-0.72
,,,0.00725,0,-0.64
,,,0.00726,0,-0.52
,,,0.00727,0,-0.48
,,,0.00728,0,-0.36
,,,0.00729,-0.04,-0.24
,,,0.0073,0,-0.12
,,,0.00731,-0.04,0.04
,,,0.00732,0,0.16
,,,0.00733,0,0.28
,,,0.00734,0,0.44
,,,0.00735,0.04,0.56
,,,0.00736,0,0.72
,,,0.00737,0.04,0.84
,,,0.00738,0.04,1
,,,0.00739,0.08,1.08
,,,0.0074,0.12,1.2
,,,0.00741,0.12,1.28
,,,0.00742,0.16,1.32
,,,0.00743,0.2,1.4
,,,0.00744,0.2,1.44
,,,0.00745,0.2,1.48
,,,0.00746,0.24,1.48
,,,0.00747,0.28,1.48
,,,0.00748,0.32,1.44
,,,0.00749,0.36,1.4
,,,0.0075,0.36,1.36
,,,0.00751,0.36,1.28
,,,0.00752,0.4,1.2
,,,0.00753,0.4,1.08
,,,0.00754,0.4,1
,,,0.00755,0.44,0.84
,,,0.00756,0.44,0.72
,,,0.00757,0.44,0.6
,,,0.00758,0.44,0.48
,,,0.00759,0.44,0.32
,,,0.0076,0.44,0.2
,,,0.00761,0.44,0.08
,,,0.00762,0.44,0
,,,0.00763,0.44,-0.16
,,,0.00764,0.4,-0.24
,,,0.00765,0.4,-0.32
,,,0.00766,0.36,-0.4
,,,0.00767,0.36,-0.48
,,,0.00768,0.32,-0.52
,,,0.00769,0.32,-0.56
,,,0.0077,0.32,-0.56
,,,0.00771,0.24,-0.56
,,,0.00772,0.24,-0.52
,,,0.00773,0.24,-0.52
,,,0.00774,0.2,-0.48
,,,0.00775,0.2,-0.4
,,,0.00776,0.16,-0.32
,,,0.00777,0.16,-0.2
,,,0.00778,0.16,-0.08
,,,0.00779,0.16,0
,,,0.0078,0.16,0.16
,,,0.00781,0.16,0.28
,,,0.00782,0.16,0.4
,,,0.00783,0.2,0.56
,,,0.00784,0.16,0.68
,,,0.00785,0.2,0.8
,,,0.00786,0.2,1
,,,0.00787,0.24,1.08
,,,0.00788,0.24,1.24
,,,0.00789,0.24,1.36
,,,0.0079,0.32,1.48
,,,0.00791,0.32,1.52
,,,0.00792,0.36,1.6
,,,0.00793,0.4,1.68
,,,0.00794,0.44,1.72
,,,0.00795,0.44,1.76
,,,0.00796,0.48,1.72
,,,0.00797,0.48,1.76
,,,0.00798,0.52,1.76
,,,0.00799,0.56,1.68
,,,0.008,0.56,1.6
,,,0.00801,0.6,1.56
,,,0.00802,0.6,1.48
,,,0.00803,0.6,1.36
,,,0.00804,0.64,1.24
,,,0.00805,0.68,1.12
,,,0.00806,0.68,1.04
,,,0.00807,0.68,0.88
,,,0.00808,0.68,0.76
,,,0.00809,0.68,0.64
,,,0.0081,0.68,0.52
,,,0.00811,0.68,0.36
,,,0.00812,0.68,0.28
,,,0.00813,0.64,0.16
,,,0.00814,0.68,0.04
,,,0.00815,0.6,-0.04
,,,0.00816,0.6,-0.12
,,,0.00817,0.6,-0.2
,,,0.00818,0.56,-0.24
,,,0.00819,0.56,-0.28
,,,0.0082,0.52,-0.28
,,,0.00821,0.52,-0.28
,,,0.00822,0.48,-0.28
,,,0.00823,0.48,-0.24
,,,0.00824,0.44,-0.16
,,,0.00825,0.44,-0.12
,,,0.00826,0.44,-0.04
,,,0.00827,0.4,0.08
,,,0.00828,0.4,0.2
,,,0.00829,0.4,0.32
,,,0.0083,0.4,0.44
,,,0.00831,0.4,0.6
,,,0.00832,0.4,0.68
,,,0.00833,0.44,0.88
,,,0.00834,0.44,1
,,,0.00835,0.44,1.12
,,,0.00836,0.48,1.28
,,,0.00837,0.48,1.4
,,,0.00838,0.48,1.52
,,,0.00839,0.52,1.64
,,,0.0084,0.56,1.72
,,,0.00841,0.56,1.84
,,,0.00842,0.6,1.88
,,,0.00843,0.64,2
,,,0.00844,0.68,2.04
,,,0.00845,0.72,2.08
,,,0.00846,0.72,2.08
,,,0.00847,0.76,2.04
,,,0.00848,0.8,2.04
,,,0.00849,0.8,1.96
,,,0.0085,0.84,1.92
,,,0.00851,0.84,1.88
,,,0.00852,0.88,1.8
,,,0.00853,0.92,1.68
,,,0.00854,0.92,1.56
,,,0.00855,0.92,1.48
,,,0.00856,0.96,1.32
,,,0.00857,0.92,1.2
,,,0.00858,0.96,1.08
,,,0.00859,0.96,0.96
,,,0.0086,0.92,0.8
,,,0.00861,0.92,0.68
,,,0.00862,0.92,0.56
,,,0.00863,0.92,0.48
,,,0.00864,0.92,0.36
,,,0.00865,0.88,0.28
,,,0.00866,0.88,0.2
,,,0.00867,0.88,0.12
,,,0.00868,0.84,0.08
,,,0.00869,0.8,0.04
,,,0.0087,0.84,0
,,,0.00871,0.8,0.04
,,,0.00872,0.8,0.04
,,,0.00873,0.76,0.08
,,,0.00874,0.76,0.16
,,,0.00875,0.72,0.2
,,,0.00876,0.72,0.28
,,,0.00877,0.72,0.4
,,,0.00878,0.72,0.48
,,,0.00879,0.72,0.64
,,,0.0088,0.68,0.76
,,,0.00881,0.72,0.88
,,,0.00882,0.68,1.04
,,,0.00883,0.72,1.2
,,,0.00884,0.72,1.32
,,,0.00885,0.76,1.48
,,,0.00886,0.76,1.6
,,,0.00887,0.76,1.72
,,,0.00888,0.76,1.84
,,,0.00889,0.8,1.96
,,,0.0089,0.84,2.04
,,,0.00891,0.88,2.16
,,,0.00892,0.92,2.24
,,,0.00893,0.92,2.28
,,,0.00894,0.96,2.32
,,,0.00895,1,2.36
,,,0.00896,1.04,2.36
,,,0.00897,1.08,2.36
,,,0.00898,1.08,2.32
,,,0.00899,1.12,2.28
,,,0.009,1.16,2.24
,,,0.00901,1.16,2.16
,,,0.00902,1.16,2.12
,,,0.00903,1.2,2
,,,0.00904,1.2,1.88
,,,0.00905,1.2,1.76
,,,0.00906,1.24,1.64
,,,0.00907,1.24,1.52
,,,0.00908,1.24,1.4
,,,0.00909,1.24,1.24
,,,0.0091,1.2,1.12
,,,0.00911,1.2,1
,,,0.00912,1.2,0.88
,,,0.00913,1.24,0.76
,,,0.00914,1.2,0.68
,,,0.00915,1.2,0.6
,,,0.00916,1.16,0.48
,,,0.00917,1.16,0.44
,,,0.00918,1.16,0.4
,,,0.00919,1.12,0.36
,,,0.0092,1.12,0.32
,,,0.00921,1.12,0.32
,,,0.00922,1.08,0.36
,,,0.00923,1.08,0.4
,,,0.00924,1.04,0.48
,,,0.00925,1.04,0.48
,,,0.00926,1.04,0.64
,,,0.00927,1.04,0.72
,,,0.00928,1,0.8
,,,0.00929,1,0.96
,,,0.0093,1,1.08
,,,0.00931,1.04,1.2
,,,0.00932,1,1.36
,,,0.00933,1.04,1.52
,,,0.00934,1.04,1.6
,,,0.00935,1.04,1.76
,,,0.00936,1.04,1.88
,,,0.00937,1.12,2.04
,,,0.00938,1.12,2.16
,,,0.00939,1.12,2.28
,,,0.0094,1.12,2.36
,,,0.00941,1.2,2.44
,,,0.00942,1.2,2.52
,,,0.00943,1.24,2.6
,,,0.00944,1.28,2.64
,,,0.00945,1.28,2.68
,,,0.00946,1.32,2.68
,,,0.00947,1.36,2.68
,,,0.00948,1.4,2.64
,,,0.00949,1.4,2.6
,,,0.0095,1.44,2.52
,,,0.00951,1.48,2.48
,,,0.00952,1.48,2.36
,,,0.00953,1.52,2.28
,,,0.00954,1.52,2.16
,,,0.00955,1.52,2.08
,,,0.00956,1.56,1.92
,,,0.00957,1.56,1.8
,,,0.00958,1.56,1.68
,,,0.00959,1.56,1.52
,,,0.0096,1.56,1.4
,,,0.00961,1.56,1.28
,,,0.00962,1.52,1.16
,,,0.00963,1.52,1.08
,,,0.00964,1.52,0.92
,,,0.00965,1.48,0.84
,,,0.00966,1.48,0.8
,,,0.00967,1.44,0.72
,,,0.00968,1.44,0.68
,,,0.00969,1.44,0.64
,,,0.0097,1.4,0.6
,,,0.00971,1.4,0.64
,,,0.00972,1.36,0.64
,,,0.00973,1.36,0.68
,,,0.00974,1.36,0.72
,,,0.00975,1.32,0.8
,,,0.00976,1.28,0.88
,,,0.00977,1.28,0.96
,,,0.00978,1.28,1.08
,,,0.00979,1.28,1.2
,,,0.0098,1.28,1.32
,,,0.00981,1.28,1.48
,,,0.00982,1.28,1.6
,,,0.00983,1.28,1.76
,,,0.00984,1.32,1.88
,,,0.00985,1.32,2
,,,0.00986,1.36,2.16
,,,0.00987,1.36,2.28
,,,0.00988,1.4,2.4
,,,0.00989,1.4,2.52
,,,0.0099,1.44,2.64
,,,0.00991,1.44,2.72
,,,0.00992,1.48,2.76
,,,0.00993,1.52,2.84
,,,0.00994,1.56,2.84
,,,0.00995,1.56,2.88
,,,0.00996,1.6,2.92
,,,0.00997,1.6,2.88
,,,0.00998,1.68,2.84
,,,0.00999,1.68,2.8
,,,0.01,1.72,2.76
,,,0.01001,1.72,2.72
,,,0.01002,1.76,2.64
,,,0.01003,1.76,2.52
,,,0.01004,1.8,2.36
,,,0.01005,1.8,2.28
,,,0.01006,1.8,2.16
,,,0.01007,1.8,2.04
,,,0.01008,1.8,1.88
,,,0.01009,1.8,1.76
,,,0.0101,1.8,1.6
,,,0.01011,1.8,1.48
,,,0.01012,1.8,1.36
,,,0.01013,1.76,1.28
,,,0.01014,1.76,1.16
,,,0.01015,1.76,1.08
,,,0.01016,1.72,1.04
,,,0.01017,1.72,0.92
,,,0.01018,1.68,0.84
,,,0.01019,1.68,0.84
,,,0.0102,1.68,0.84
,,,0.01021,1.6,0.84
,,,0.01022,1.6,0.84
,,,0.01023,1.6,0.88
,,,0.01024,1.56,0.96
,,,0.01025,1.56,1
,,,0.01026,1.56,1.08
,,,0.01027,1.56,1.16
,,,0.01028,1.52,1.24
,,,0.01029,1.52,1.4
,,,0.0103,1.52,1.52
,,,0.01031,1.52,1.64
,,,0.01032,1.56,1.8
,,,0.01033,1.56,1.92
,,,0.01034,1.56,2.08
,,,0.01035,1.56,2.2
,,,0.01036,1.56,2.32
,,,0.01037,1.6,2.44
,,,0.01038,1.6,2.56
,,,0.01039,1.64,2.68
,,,0.0104,1.64,2.76
,,,0.01041,1.68,2.84
,,,0.01042,1.72,2.96
,,,0.01043,1.72,3
,,,0.01044,1.76,3.04
,,,0.01045,1.8,3.08
,,,0.01046,1.84,3.08
,,,0.01047,1.84,3.08
,,,0.01048,1.88,3
,,,0.01049,1.92,3
,,,0.0105,1.92,2.92
,,,0.01051,1.96,2.84
,,,0.01052,1.96,2.76
,,,0.01053,1.96,2.68
,,,0.01054,1.96,2.56
,,,0.01055,2,2.44
,,,0.01056,2,2.28
,,,0.01057,2,2.2
,,,0.01058,2,2.04
,,,0.01059,2,1.88
,,,0.0106,2,1.76
,,,0.01061,2,1.64
,,,0.01062,2,1.56
,,,0.01063,2,1.4
,,,0.01064,1.96,1.28
,,,0.01065,1.96,1.2
,,,0.01066,1.92,1.12
,,,0.01067,1.92,1.04
,,,0.01068,1.88,1
,,,0.01069,1.88,0.96
,,,0.0107,1.84,0.96
,,,0.01071,1.84,0.96
,,,0.01072,1.8,0.96
,,,0.01073,1.8,1
,,,0.01074,1.76,1.04
,,,0.01075,1.76,1.12
,,,0.01076,1.72,1.2
,,,0.01077,1.72,1.28
,,,0.01078,1.72,1.4
,,,0.01079,1.72,1.48
,,,0.0108,1.72,1.64
,,,0.01081,1.72,1.76
,,,0.01082,1.72,1.88
,,,0.01083,1.72,2.04
,,,0.01084,1.72,2.16
,,,0.01085,1.72,2.28
,,,0.01086,1.76,2.44
,,,0.01087,1.76,2.56
,,,0.01088,1.76,2.68
,,,0.01089,1.8,2.76
,,,0.0109,1.84,2.88
,,,0.01091,1.84,2.96
,,,0.01092,1.88,3
,,,0.01093,1.88,3.08
,,,0.01094,1.92,3.16
,,,0.01095,1.96,3.16
,,,0.01096,1.96,3.16
,,,0.01097,2,3.16
,,,0.01098,2.04,3.12
,,,0.01099,2.04,3.08
,,,0.011,2.08,3
,,,0.01101,2.08,2.92
,,,0.01102,2.08,2.8
,,,0.01103,2.12,2.72
,,,0.01104,2.12,2.6
,,,0.01105,2.12,2.48
,,,0.01106,2.12,2.32
,,,0.01107,2.12,2.2
,,,0.01108,2.12,2.08
,,,0.01109,2.12,1.92
,,,0.0111,2.12,1.8
,,,0.01111,2.12,1.68
,,,0.01112,2.08,1.56
,,,0.01113,2.08,1.44
,,,0.01114,2.08,1.32
,,,0.01115,2.04,1.28
,,,0.01116,2.04,1.16
,,,0.01117,2,1.08
,,,0.01118,2,1.04
,,,0.01119,1.96,1
,,,0.0112,1.92,1
,,,0.01121,1.92,1
,,,0.01122,1.92,1
,,,0.01123,1.88,1
,,,0.01124,1.88,1.08
,,,0.01125,1.84,1.12
,,,0.01126,1.84,1.2
,,,0.01127,1.8,1.28
,,,0.01128,1.8,1.4
,,,0.01129,1.76,1.52
